"","team_1","year.x","match_type.x","gender","n"
"1128","Pakistan","2021","T20","male",29
"1129","Pakistan","2021","Test","male",9
"1130","Pakistan","2022","ODI","female",13
"1131","Pakistan","2022","ODI","female",13
"1132","Pakistan","2022","ODI","male",9
"1133","Pakistan","2022","ODI","male",9
"1134","Pakistan","2022","T20","female",19
"1135","Pakistan","2022","T20","female",24
"1136","Pakistan","2022","T20","male",21
"1137","Pakistan","2022","T20","male",26
"1138","Pakistan","2022","Test","male",9
"1139","Pakistan","2023","ODI","female",12
"1140","Pakistan","2023","ODI","female",18
"1141","Pakistan","2023","ODI","male",19
"1142","Pakistan","2023","ODI","male",25
"1143","Pakistan","2023","T20","female",17
"1144","Pakistan","2023","T20","female",15
"1145","Pakistan","2023","T20","male",13
"1146","Pakistan","2023","T20","male",11
"1147","Panama","2021","T20","male",3
"1148","Panama","2023","T20","male",8
"1149","Papua New Guinea","2018","T20","female",5
"1150","Papua New Guinea","2019","ODI","male",9
"1151","Papua New Guinea","2019","T20","female",10
"1152","Papua New Guinea","2019","T20","female",13
"1153","Papua New Guinea","2019","T20","male",9
"1154","Papua New Guinea","2019","T20","male",12
"1155","Papua New Guinea","2021","ODI","male",8
"1156","Papua New Guinea","2021","T20","male",5
"1157","Papua New Guinea","2022","ODI","male",18
"1158","Papua New Guinea","2022","T20","female",4
"1159","Papua New Guinea","2022","T20","female",4
"1160","Papua New Guinea","2022","T20","male",12
"1161","Papua New Guinea","2022","T20","male",12
"1162","Papua New Guinea","2023","ODI","male",11
"1163","Papua New Guinea","2023","T20","female",5
"1164","Papua New Guinea","2023","T20","female",4
"1165","Papua New Guinea","2023","T20","male",9
"1166","Papua New Guinea","2023","T20","male",8
"1167","Philippines","2019","T20","male",4
"1168","Philippines","2022","T20","male",5
"1169","Philippines","2023","T20","male",11
"1170","Portugal","2022","T20","male",4
"1171","Portugal","2023","T20","male",9
"1172","Qatar","2020","T20","male",2
"1173","Qatar","2021","T20","female",4
"1174","Qatar","2021","T20","male",2
"1175","Qatar","2022","T20","female",12
"1176","Qatar","2022","T20","female",7
"1177","Qatar","2022","T20","male",12
"1178","Qatar","2022","T20","male",7
"1179","Qatar","2023","T20","female",6
"1180","Qatar","2023","T20","female",4
"1181","Qatar","2023","T20","male",7
"1182","Qatar","2023","T20","male",5
"1183","Romania","2021","T20","male",8
"1184","Romania","2022","T20","male",11
"1185","Romania","2023","T20","female",3
"1186","Romania","2023","T20","female",6
"1187","Romania","2023","T20","male",7
"1188","Romania","2023","T20","male",10
"1189","Rwanda","2019","T20","female",6
"1190","Rwanda","2021","T20","female",9
"1191","Rwanda","2021","T20","female",10
"1192","Rwanda","2021","T20","male",8
"1193","Rwanda","2021","T20","male",9
"1194","Rwanda","2022","T20","female",8
"1195","Rwanda","2022","T20","female",4
"1196","Rwanda","2022","T20","male",15
"1197","Rwanda","2022","T20","male",11
"1198","Rwanda","2023","T20","female",3
"1199","Rwanda","2023","T20","female",17
"1200","Rwanda","2023","T20","male",20
"1201","Rwanda","2023","T20","male",34
"1202","Samoa","2022","T20","male",5
"1203","Samoa","2023","T20","female",5
"1204","Saudi Arabia","2022","T20","female",5
"1205","Saudi Arabia","2022","T20","female",6
"1206","Saudi Arabia","2022","T20","male",6
"1207","Saudi Arabia","2022","T20","male",7
"1208","Saudi Arabia","2023","T20","male",5
"1209","Scotland","2007","ODI","male",6
"1210","Scotland","2008","ODI","male",3
"1211","Scotland","2009","T20","male",2
"1212","Scotland","2013","ODI","male",2
"1213","Scotland","2014","ODI","male",6
"1214","Scotland","2015","ODI","male",8
"1215","Scotland","2015","T20","male",5
"1216","Scotland","2016","T20","male",6
"1217","Scotland","2017","ODI","male",3
"1218","Scotland","2018","ODI","male",6
"1219","Scotland","2018","T20","female",5
"1220","Scotland","2018","T20","female",5
"1221","Scotland","2018","T20","male",6
"1222","Scotland","2018","T20","male",6
"1223","Scotland","2019","ODI","male",9
"1224","Scotland","2019","T20","female",13
"1225","Scotland","2019","T20","female",8
"1226","Scotland","2019","T20","male",19
"1227","Scotland","2019","T20","male",14
"1228","Scotland","2021","ODI","male",6
"1229","Scotland","2021","T20","female",8
"1230","Scotland","2021","T20","female",13
"1231","Scotland","2021","T20","male",8
"1232","Scotland","2021","T20","male",13
"1233","Scotland","2022","ODI","male",20
"1234","Scotland","2022","T20","female",11
"1235","Scotland","2022","T20","female",5
"1236","Scotland","2022","T20","male",11
"1237","Scotland","2022","T20","male",5
"1238","Scotland","2023","ODI","female",3
"1239","Scotland","2023","ODI","female",9
"1240","Scotland","2023","ODI","male",5
"1241","Scotland","2023","ODI","male",11
"1242","Scotland","2023","T20","female",11
"1243","Scotland","2023","T20","female",10
"1244","Serbia","2021","T20","male",3
"1245","Serbia","2022","T20","male",12
"1246","Serbia","2023","T20","male",5
"1247","Seychelles","2021","T20","male",5
"1248","Seychelles","2022","T20","male",5
"1249","Sierra Leone","2018","T20","female",5
"1250","Sierra Leone","2019","T20","female",2
"1251","Sierra Leone","2021","T20","female",3
"1252","Sierra Leone","2021","T20","female",3
"1253","Sierra Leone","2021","T20","male",9
"1254","Sierra Leone","2021","T20","male",9
"1255","Sierra Leone","2022","T20","male",6
"1256","Sierra Leone","2023","T20","female",5
"1257","Sierra Leone","2023","T20","female",8
"1258","Sierra Leone","2023","T20","male",6
"1259","Sierra Leone","2023","T20","male",9
"1260","Singapore","2019","T20","male",9
"1261","Singapore","2019","T20","male",12
"1262","Singapore","2022","T20","female",7
"1263","Singapore","2022","T20","female",14
"1264","Singapore","2022","T20","male",11
"1265","Singapore","2022","T20","male",18
"1266","Singapore","2023","T20","female",7
"1267","Singapore","2023","T20","female",4
"1268","Singapore","2023","T20","male",6
"1269","Singapore","2023","T20","male",3
"1270","Slovenia","2022","T20","male",4
"1271","South Africa","2003","ODI","male",17
"1272","South Africa","2003","Test","male",8
"1273","South Africa","2004","ODI","male",7
"1274","South Africa","2004","Test","male",4
"1275","South Africa","2005","ODI","male",18
"1276","South Africa","2005","Test","male",5
"1277","South Africa","2006","ODI","male",22
"1278","South Africa","2006","T20","male",3
"1279","South Africa","2006","Test","male",10
"1280","South Africa","2007","ODI","female",2
"1281","South Africa","2007","ODI","female",10
"1282","South Africa","2007","ODI","male",19
"1283","South Africa","2007","ODI","male",27
"1284","South Africa","2007","Test","male",8
"1285","South Africa","2008","ODI","male",14
"1286","South Africa","2008","Test","male",13
"1287","South Africa","2009","ODI","male",3
"1288","South Africa","2009","ODI","male",15
"1289","South Africa","2009","T20","male",7
"1290","South Africa","2009","T20","male",11
"1291","South Africa","2010","ODI","male",13
"1292","South Africa","2010","T20","male",11
"1293","South Africa","2010","Test","male",10
"1294","South Africa","2011","ODI","male",9
"1295","South Africa","2011","ODI","male",15
"1296","South Africa","2012","ODI","male",13
"1297","South Africa","2012","T20","male",15
"1298","South Africa","2012","Test","male",9
"1299","South Africa","2013","ODI","male",12
"1300","South Africa","2013","ODI","male",23
"1301","South Africa","2013","T20","female",7
"1302","South Africa","2013","T20","female",5
"1303","South Africa","2013","T20","male",8
"1304","South Africa","2013","T20","male",6
"1305","South Africa","2013","Test","male",8
"1306","South Africa","2014","T20","female",13
"1307","South Africa","2014","T20","male",8
"1308","South Africa","2014","Test","male",6
"1309","South Africa","2015","ODI","male",21
"1310","South Africa","2015","T20","male",9
"1311","South Africa","2015","Test","male",8
"1312","South Africa","2016","ODI","female",13
"1313","South Africa","2016","ODI","female",15
"1314","South Africa","2016","ODI","male",15
"1315","South Africa","2016","ODI","male",17
"1316","South Africa","2016","T20","female",8
"1317","South Africa","2016","T20","female",10
"1318","South Africa","2016","T20","male",7
"1319","South Africa","2016","T20","male",9
"1320","South Africa","2016","Test","male",8
"1321","South Africa","2017","ODI","female",19
"1322","South Africa","2017","ODI","female",19
"1323","South Africa","2017","ODI","male",19
"1324","South Africa","2017","ODI","male",19
"1325","South Africa","2017","T20","male",9
"1326","South Africa","2017","Test","male",12
"1327","South Africa","2018","ODI","female",12
"1328","South Africa","2018","ODI","female",13
"1329","South Africa","2018","ODI","male",10
"1330","South Africa","2018","ODI","male",11
"1331","South Africa","2018","T20","female",18
"1332","South Africa","2018","T20","female",11
"1333","South Africa","2018","T20","male",13
"1334","South Africa","2018","T20","male",6
"1335","South Africa","2018","Test","male",9
"1336","South Africa","2019","ODI","female",9
"1337","South Africa","2019","ODI","female",15
"1338","South Africa","2019","ODI","male",13
"1339","South Africa","2019","ODI","male",19
"1340","South Africa","2019","T20","female",11
"1341","South Africa","2019","T20","female",10
"1342","South Africa","2019","T20","male",9
"1343","South Africa","2019","T20","male",8
"1344","South Africa","2019","Test","male",8
"1345","South Africa","2020","ODI","female",9
"1346","South Africa","2020","T20","female",8
"1347","South Africa","2020","T20","female",16
"1348","South Africa","2020","Test","male",4
"1349","South Africa","2021","ODI","female",13
"1350","South Africa","2021","ODI","female",13
"1351","South Africa","2021","ODI","male",10
"1352","South Africa","2021","ODI","male",10
"1353","South Africa","2021","T20","female",9
"1354","South Africa","2021","T20","female",18
"1355","South Africa","2021","T20","male",14
"1356","South Africa","2021","T20","male",23
"1357","South Africa","2021","Test","male",6
"1358","South Africa","2022","ODI","female",18
"1359","South Africa","2022","ODI","female",18
"1360","South Africa","2022","ODI","male",12
"1361","South Africa","2022","ODI","male",12
"1362","South Africa","2022","T20","female",9
"1363","South Africa","2022","T20","female",14
"1364","South Africa","2022","T20","male",13
"1365","South Africa","2022","T20","male",18
"1366","South Africa","2022","Test","male",4
"1367","South Africa","2022","Test","male",11
"1368","South Africa","2023","ODI","female",9
"1369","South Africa","2023","ODI","female",18
"1370","South Africa","2023","ODI","male",16
"1371","South Africa","2023","ODI","male",25
"1372","South Africa","2023","T20","female",20
"1373","South Africa","2023","T20","female",15
"1374","South Africa","2023","T20","male",13
"1375","South Africa","2023","T20","male",8
"1376","South Africa","2023","Test","male",4
"1377","South Korea","2022","T20","male",3
"1378","Spain","2021","T20","male",3
"1379","Spain","2022","T20","male",9
"1380","Spain","2022","T20","male",12
"1381","Spain","2023","T20","male",5
"1382","Sri Lanka","2003","ODI","male",22
"1383","Sri Lanka","2004","ODI","male",16
"1384","Sri Lanka","2005","ODI","male",9
"1385","Sri Lanka","2005","Test","male",4
"1386","Sri Lanka","2006","ODI","male",25
"1387","Sri Lanka","2006","Test","male",10
"1388","Sri Lanka","2007","ODI","male",22
"1389","Sri Lanka","2007","Test","male",7
"1390","Sri Lanka","2008","ODI","female",2
"1391","Sri Lanka","2008","ODI","female",5
"1392","Sri Lanka","2008","ODI","male",12
"1393","Sri Lanka","2008","ODI","male",15
"1394","Sri Lanka","2008","Test","male",4
"1395","Sri Lanka","2009","ODI","male",21
"1396","Sri Lanka","2009","T20","male",13
"1397","Sri Lanka","2009","Test","male",8
"1398","Sri Lanka","2010","T20","male",9
"1399","Sri Lanka","2011","ODI","male",21
"1400","Sri Lanka","2011","Test","male",7
"1401","Sri Lanka","2012","ODI","male",23
"1402","Sri Lanka","2012","Test","male",5
"1403","Sri Lanka","2013","ODI","female",12
"1404","Sri Lanka","2013","ODI","male",20
"1405","Sri Lanka","2013","T20","female",7
"1406","Sri Lanka","2013","T20","female",7
"1407","Sri Lanka","2013","T20","male",4
"1408","Sri Lanka","2013","T20","male",4
"1409","Sri Lanka","2013","Test","male",2
"1410","Sri Lanka","2014","ODI","male",21
"1411","Sri Lanka","2014","ODI","male",28
"1412","Sri Lanka","2014","T20","male",11
"1413","Sri Lanka","2014","T20","male",9
"1414","Sri Lanka","2014","Test","male",7
"1415","Sri Lanka","2015","ODI","female",7
"1416","Sri Lanka","2015","ODI","male",19
"1417","Sri Lanka","2015","Test","male",7
"1418","Sri Lanka","2016","ODI","male",14
"1419","Sri Lanka","2016","ODI","male",13
"1420","Sri Lanka","2016","T20","female",5
"1421","Sri Lanka","2016","T20","female",6
"1422","Sri Lanka","2016","T20","male",14
"1423","Sri Lanka","2016","T20","male",15
"1424","Sri Lanka","2016","Test","male",5
"1425","Sri Lanka","2017","ODI","female",12
"1426","Sri Lanka","2017","ODI","female",13
"1427","Sri Lanka","2017","ODI","male",18
"1428","Sri Lanka","2017","ODI","male",19
"1429","Sri Lanka","2017","T20","female",7
"1430","Sri Lanka","2017","T20","male",13
"1431","Sri Lanka","2017","Test","male",9
"1432","Sri Lanka","2018","ODI","female",4
"1433","Sri Lanka","2018","ODI","male",8
"1434","Sri Lanka","2018","T20","female",11
"1435","Sri Lanka","2018","T20","female",7
"1436","Sri Lanka","2018","T20","male",11
"1437","Sri Lanka","2018","T20","male",7
"1438","Sri Lanka","2018","Test","male",9
"1439","Sri Lanka","2019","ODI","female",9
"1440","Sri Lanka","2019","ODI","female",10
"1441","Sri Lanka","2019","ODI","male",20
"1442","Sri Lanka","2019","ODI","male",21
"1443","Sri Lanka","2019","T20","female",8
"1444","Sri Lanka","2019","T20","female",8
"1445","Sri Lanka","2019","T20","male",13
"1446","Sri Lanka","2019","T20","male",13
"1447","Sri Lanka","2019","Test","male",8
"1448","Sri Lanka","2020","T20","female",6
"1449","Sri Lanka","2020","T20","male",4
"1450","Sri Lanka","2020","Test","male",3
"1451","Sri Lanka","2021","ODI","male",15
"1452","Sri Lanka","2021","T20","male",20
"1453","Sri Lanka","2021","Test","male",9
"1454","Sri Lanka","2022","ODI","female",6
"1455","Sri Lanka","2022","ODI","female",7
"1456","Sri Lanka","2022","ODI","male",10
"1457","Sri Lanka","2022","ODI","male",11
"1458","Sri Lanka","2022","T20","female",21
"1459","Sri Lanka","2022","T20","female",17
"1460","Sri Lanka","2022","T20","male",29
"1461","Sri Lanka","2022","T20","male",25
"1462","Sri Lanka","2022","Test","male",8
"1463","Sri Lanka","2023","ODI","female",8
"1464","Sri Lanka","2023","ODI","female",21
"1465","Sri Lanka","2023","ODI","male",18
"1466","Sri Lanka","2023","ODI","male",31
"1467","Sri Lanka","2023","T20","female",16
"1468","Sri Lanka","2023","T20","female",14
"1469","Sri Lanka","2023","T20","male",9
"1470","Sri Lanka","2023","T20","male",7
"1471","Sri Lanka","2023","Test","male",6
"1472","St Helena","2022","T20","male",4
"1473","Sweden","2021","T20","female",4
"1474","Sweden","2021","T20","male",6
"1475","Sweden","2022","T20","female",3
"1476","Sweden","2022","T20","male",9
"1477","Sweden","2023","T20","female",6
"1478","Sweden","2023","T20","female",6
"1479","Sweden","2023","T20","male",2
"1480","Sweden","2023","T20","male",2
"1481","Switzerland","2021","T20","male",4
"1482","Switzerland","2022","T20","male",5
"1483","Tanzania","2019","T20","female",3
"1484","Tanzania","2021","T20","female",6
"1485","Tanzania","2021","T20","female",10
"1486","Tanzania","2021","T20","male",6
"1487","Tanzania","2021","T20","male",10
"1488","Tanzania","2022","T20","female",7
"1489","Tanzania","2022","T20","female",10
"1490","Tanzania","2022","T20","male",18
"1491","Tanzania","2022","T20","male",21
"1492","Tanzania","2023","T20","female",8
"1493","Tanzania","2023","T20","female",11
"1494","Tanzania","2023","T20","male",14
"1495","Tanzania","2023","T20","male",17
"1496","Thailand","2018","T20","female",9
"1497","Thailand","2019","T20","female",14
"1498","Thailand","2019","T20","male",10
"1499","Thailand","2020","T20","female",4
"1500","Thailand","2020","T20","female",7
"1501","Thailand","2022","ODI","female",4
"1502","Thailand","2022","T20","female",15
"1503","Thailand","2022","T20","female",11
"1504","Thailand","2022","T20","male",9
"1505","Thailand","2022","T20","male",5
"1506","Thailand","2023","ODI","female",5
"1507","Thailand","2023","T20","female",13
"1508","Thailand","2023","T20","female",10
"1509","Thailand","2023","T20","male",7
"1510","Thailand","2023","T20","male",4
"1511","Turkey","2022","T20","male",4
"1512","Turkey","2023","T20","female",4
"1513","Turkey","2023","T20","female",3
"1514","Turkey","2023","T20","male",4
"1515","Turkey","2023","T20","male",3
"1516","Uganda","2018","T20","female",4
"1517","Uganda","2019","T20","female",9
"1518","Uganda","2021","T20","female",4
"1519","Uganda","2021","T20","female",10
"1520","Uganda","2021","T20","male",14
"1521","Uganda","2021","T20","male",20
"1522","Uganda","2022","T20","female",17
"1523","Uganda","2022","T20","female",24
"1524","Uganda","2022","T20","male",15
"1525","Uganda","2022","T20","male",22
"1526","Uganda","2023","T20","female",10
"1527","Uganda","2023","T20","female",21
"1528","Uganda","2023","T20","male",16
"1529","Uganda","2023","T20","male",27
"1530","United Arab Emirates","2014","ODI","male",4
"1531","United Arab Emirates","2015","ODI","male",7
"1532","United Arab Emirates","2015","T20","male",4
"1533","United Arab Emirates","2016","T20","male",13
"1534","United Arab Emirates","2018","ODI","male",9
"1535","United Arab Emirates","2018","T20","female",5
"1536","United Arab Emirates","2018","T20","female",3
"1537","United Arab Emirates","2019","ODI","male",9
"1538","United Arab Emirates","2019","T20","female",19
"1539","United Arab Emirates","2019","T20","male",15
"1540","United Arab Emirates","2021","T20","female",5
"1541","United Arab Emirates","2021","T20","female",3
"1542","United Arab Emirates","2021","T20","male",5
"1543","United Arab Emirates","2021","T20","male",3
"1544","United Arab Emirates","2022","ODI","male",21
"1545","United Arab Emirates","2022","T20","female",27
"1546","United Arab Emirates","2022","T20","female",29
"1547","United Arab Emirates","2022","T20","male",14
"1548","United Arab Emirates","2022","T20","male",16
"1549","United Arab Emirates","2023","ODI","male",26
"1550","United Arab Emirates","2023","T20","female",18
"1551","United Arab Emirates","2023","T20","female",15
"1552","United Arab Emirates","2023","T20","male",23
"1553","United Arab Emirates","2023","T20","male",20
"1554","United States of America","2004","ODI","male",2
"1555","United States of America","2019","ODI","male",8
"1556","United States of America","2019","T20","female",6
"1557","United States of America","2019","T20","female",5
"1558","United States of America","2019","T20","male",9
"1559","United States of America","2019","T20","male",8
"1560","United States of America","2021","ODI","male",4
"1561","United States of America","2021","T20","female",4
"1562","United States of America","2021","T20","male",7
"1563","United States of America","2022","ODI","male",19
"1564","United States of America","2022","T20","female",6
"1565","United States of America","2022","T20","female",4
"1566","United States of America","2022","T20","male",7
"1567","United States of America","2022","T20","male",5
"1568","United States of America","2023","ODI","male",11
"1569","United States of America","2023","T20","female",6
"1570","Vanuatu","2019","T20","male",12
"1571","Vanuatu","2022","T20","male",5
"1572","Vanuatu","2023","T20","female",6
"1573","Vanuatu","2023","T20","female",6
"1574","Vanuatu","2023","T20","male",6
"1575","Vanuatu","2023","T20","male",6
"1576","West Indies","2003","ODI","male",14
"1577","West Indies","2003","Test","male",3
"1578","West Indies","2004","ODI","male",16
"1579","West Indies","2004","Test","male",3
"1580","West Indies","2005","ODI","male",8
"1581","West Indies","2005","Test","male",3
"1582","West Indies","2006","ODI","male",28
"1583","West Indies","2006","Test","male",6
"1584","West Indies","2007","ODI","male",16
"1585","West Indies","2007","Test","male",5
"1586","West Indies","2008","ODI","male",15
"1587","West Indies","2008","T20","male",4
"1588","West Indies","2008","Test","male",7
"1589","West Indies","2009","ODI","female",13
"1590","West Indies","2009","ODI","male",18
"1591","West Indies","2009","T20","female",3
"1592","West Indies","2009","T20","male",8
"1593","West Indies","2009","Test","male",11
"1594","West Indies","2010","ODI","male",11
"1595","West Indies","2010","T20","male",2
"1596","West Indies","2010","T20","male",9
"1597","West Indies","2010","Test","male",4
"1598","West Indies","2011","ODI","male",28
"1599","West Indies","2011","T20","male",5
"1600","West Indies","2011","Test","male",10
"1601","West Indies","2012","ODI","male",17
"1602","West Indies","2012","T20","female",7
"1603","West Indies","2012","T20","male",10
"1604","West Indies","2012","Test","male",10
"1605","West Indies","2013","ODI","female",14
"1606","West Indies","2013","ODI","male",21
"1607","West Indies","2013","T20","female",5
"1608","West Indies","2013","T20","female",7
"1609","West Indies","2013","T20","male",3
"1610","West Indies","2013","T20","male",5
"1611","West Indies","2013","Test","male",7
"1612","West Indies","2014","ODI","female",11
"1613","West Indies","2014","ODI","male",12
"1614","West Indies","2014","T20","female",10
"1615","West Indies","2014","T20","male",15
"1616","West Indies","2014","Test","male",7
"1617","West Indies","2015","ODI","male",13
"1618","West Indies","2015","T20","female",4
"1619","West Indies","2015","T20","male",5
"1620","West Indies","2015","Test","male",8
"1621","West Indies","2016","ODI","female",10
"1622","West Indies","2016","ODI","male",11
"1623","West Indies","2016","Test","male",5
"1624","West Indies","2017","ODI","female",24
"1625","West Indies","2017","ODI","male",21
"1626","West Indies","2017","T20","male",2
"1627","West Indies","2017","T20","male",10
"1628","West Indies","2017","Test","male",10
"1629","West Indies","2018","ODI","female",5
"1630","West Indies","2018","ODI","female",8
"1631","West Indies","2018","ODI","male",10
"1632","West Indies","2018","ODI","male",13
"1633","West Indies","2018","T20","female",12
"1634","West Indies","2018","T20","female",10
"1635","West Indies","2018","T20","male",17
"1636","West Indies","2018","T20","male",15
"1637","West Indies","2018","Test","male",9
"1638","West Indies","2019","ODI","female",9
"1639","West Indies","2019","ODI","female",13
"1640","West Indies","2019","ODI","male",23
"1641","West Indies","2019","ODI","male",27
"1642","West Indies","2019","T20","female",15
"1643","West Indies","2019","T20","female",11
"1644","West Indies","2019","T20","male",16
"1645","West Indies","2019","T20","male",12
"1646","West Indies","2019","Test","male",6
"1647","West Indies","2020","ODI","male",6
"1648","West Indies","2020","T20","female",8
"1649","West Indies","2020","T20","female",12
"1650","West Indies","2020","T20","male",4
"1651","West Indies","2020","T20","male",8
"1652","West Indies","2021","ODI","female",13
"1653","West Indies","2021","ODI","female",12
"1654","West Indies","2021","ODI","male",10
"1655","West Indies","2021","ODI","male",9
"1656","West Indies","2021","T20","female",6
"1657","West Indies","2021","T20","female",16
"1658","West Indies","2021","T20","male",15
"1659","West Indies","2021","T20","male",25
"1660","West Indies","2021","Test","male",10
"1661","West Indies","2022","ODI","female",18
"1662","West Indies","2022","ODI","female",20
"1663","West Indies","2022","ODI","male",19
"1664","West Indies","2022","ODI","male",21
"1665","West Indies","2022","T20","female",10
"1666","West Indies","2022","T20","female",12
"1667","West Indies","2022","T20","male",22
"1668","West Indies","2022","T20","male",24
"1669","West Indies","2023","ODI","female",6
"1670","West Indies","2023","ODI","female",12
"1671","West Indies","2023","ODI","male",12
"1672","West Indies","2023","ODI","male",18
"1673","West Indies","2023","T20","female",14
"1674","West Indies","2023","T20","female",15
"1675","West Indies","2023","T20","male",12
"1676","West Indies","2023","T20","male",13
"1677","West Indies","2023","Test","male",6
"1678","Zimbabwe","2003","ODI","male",21
"1679","Zimbabwe","2003","Test","male",3
"1680","Zimbabwe","2004","ODI","male",19
"1681","Zimbabwe","2005","ODI","male",5
"1682","Zimbabwe","2005","Test","male",5
"1683","Zimbabwe","2007","ODI","male",5
"1684","Zimbabwe","2009","ODI","male",15
"1685","Zimbabwe","2010","ODI","male",14
"1686","Zimbabwe","2011","ODI","male",8
"1687","Zimbabwe","2013","ODI","male",7
"1688","Zimbabwe","2013","T20","male",4
"1689","Zimbabwe","2014","ODI","male",11
"1690","Zimbabwe","2015","ODI","male",15
"1691","Zimbabwe","2015","T20","male",6
"1692","Zimbabwe","2017","Test","male",4
"1693","Zimbabwe","2018","ODI","male",18
"1694","Zimbabwe","2018","T20","male",2
"1695","Zimbabwe","2019","ODI","male",8
"1696","Zimbabwe","2019","T20","male",17
"1697","Zimbabwe","2020","Test","male",3
"1698","Zimbabwe","2021","ODI","female",6
"1699","Zimbabwe","2021","ODI","female",8
"1700","Zimbabwe","2021","ODI","male",4
"1701","Zimbabwe","2021","ODI","male",6
"1702","Zimbabwe","2021","T20","female",8
"1703","Zimbabwe","2021","T20","female",13
"1704","Zimbabwe","2021","T20","male",12
"1705","Zimbabwe","2021","T20","male",17
"1706","Zimbabwe","2021","Test","male",5
"1707","Zimbabwe","2022","ODI","male",15
"1708","Zimbabwe","2022","T20","female",13
"1709","Zimbabwe","2022","T20","female",21
"1710","Zimbabwe","2022","T20","male",16
"1711","Zimbabwe","2022","T20","male",24
"1712","Zimbabwe","2023","ODI","female",3
"1713","Zimbabwe","2023","ODI","female",12
"1714","Zimbabwe","2023","ODI","male",7
"1715","Zimbabwe","2023","ODI","male",16
"1716","Zimbabwe","2023","T20","female",8
"1717","Zimbabwe","2023","T20","female",11
"1718","Zimbabwe","2023","T20","male",14
"1719","Zimbabwe","2023","T20","male",17
"1720","Zimbabwe","2023","Test","male",2
